   1.0000000e+00   3.8522727e+01   2.0454545e+00
   2.0000000e+00   3.9340909e+01   1.3068182e+00
   3.0000000e+00   3.9715909e+01   1.1250000e+00
   4.0000000e+00   4.0704545e+01   1.4725900e+00
   5.0000000e+00   4.2477273e+01   1.2329646e+00
   6.0000000e+00   4.3840909e+01   1.0909091e+00
   7.0000000e+00   4.5625000e+01   1.1363636e+00
   8.0000000e+00   4.8352273e+01   1.0227273e+00
   9.0000000e+00   5.0798490e+01   1.0765100e+00
   1.0000000e+01   5.2556818e+01   1.8360900e+00
   1.1000000e+01   5.5625000e+01   1.8360900e+00
   1.2000000e+01   5.8352273e+01   3.6721800e+00
   1.3000000e+01   6.2102273e+01   3.3661650e+00
   1.4000000e+01   6.6572581e+01   4.5902250e+00
   8.5000000e+01   6.2886364e+01   3.8251875e+00
   8.6000000e+01   5.8659091e+01   4.4372175e+00
   8.7000000e+01   5.5386364e+01   2.0454545e+00
   8.8000000e+01   5.1840909e+01   2.6011275e+00
   8.9000000e+01   4.9795455e+01   2.4481200e+00
   9.0000000e+01   4.7585333e+01   1.5300750e+00
   9.1000000e+01   4.5568182e+01   1.8360900e+00
   9.2000000e+01   4.2431818e+01   1.6830825e+00
   9.3000000e+01   4.1204545e+01   1.5300750e+00
   9.4000000e+01   3.9840909e+01   1.8360900e+00
   9.5000000e+01   3.8613636e+01   1.9890975e+00
   9.6000000e+01   3.7522727e+01   1.2240600e+00
   9.7000000e+01   3.8068182e+01   1.5300750e+00
   9.8000000e+01   3.8204545e+01   2.1421050e+00
   9.9000000e+01   3.8477273e+01   1.0710525e+00
   1.0000000e+02   3.7522727e+01   1.7727273e+00
   1.0100000e+02   3.7250000e+01   1.5000000e+00
   1.0200000e+02   3.7795455e+01   2.7272727e+00
   1.0300000e+02   3.9539081e+01   1.1200100e+00
   1.0400000e+02   4.1613636e+01   1.3636364e+00
   1.0500000e+02   4.3055556e+01   1.0126263e+00
   1.0600000e+02   4.5502646e+01   1.0200818e+00
   1.0700000e+02   4.7613636e+01   1.2798220e+00
   1.0800000e+02   4.9867725e+01   1.4359067e+00
   1.0900000e+02   5.3240741e+01   1.1271044e+00
   1.1000000e+02   5.4894180e+01   1.3103656e+00
   1.1100000e+02   5.7295455e+01   2.5909091e+00
   1.1200000e+02   6.0568182e+01   2.4545455e+00
   1.1300000e+02   6.3888889e+01   2.9520202e+00
   1.1400000e+02   6.5939153e+01   3.6290284e+00
   1.8100000e+02   6.2500000e+01   4.1005291e+00
   1.8200000e+02   5.9068182e+01   3.3714526e+00
   1.8300000e+02   5.6477273e+01   3.4391534e+00
   1.8400000e+02   5.3068182e+01   2.1825397e+00
   1.8500000e+02   5.1159091e+01   1.9841270e+00
   1.8600000e+02   4.8977273e+01   1.7195767e+00
   1.8700000e+02   4.7068182e+01   1.5000000e+00
   1.8800000e+02   4.5431818e+01   1.5000000e+00
   1.8900000e+02   4.4886364e+01   1.5000000e+00
   1.9000000e+02   4.2840909e+01   9.5454545e-01
   1.9100000e+02   4.2159091e+01   5.2910053e-01
