   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -6.6500000e-01   2.0113636e+01   6.8181818e-01   2.2550000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -9.6500000e-01   2.3113636e+01   9.5454545e-01   2.2560000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -1.2650000e+00   2.3795455e+01   6.8181818e-01   2.2570000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -1.5650000e+00   2.4886364e+01   6.8181818e-01   2.2580000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -1.8650000e+00   2.8431818e+01   1.0909091e+00   2.2590000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -2.1650000e+00   3.2795455e+01   9.5454545e-01   2.2600000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -2.4650000e+00   3.6886364e+01   1.0909091e+00   2.2610000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -2.7650000e+00   3.9750000e+01   1.2272727e+00   2.2620000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -3.0650000e+00   4.2886364e+01   1.3636364e+00   2.2630000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -3.3650000e+00   4.7419355e+01   1.5000000e+00   2.2640000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -3.6650000e+00   5.0516129e+01   1.5000000e+00   2.2650000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -3.9650000e+00   5.4387097e+01   1.6363636e+00   2.2660000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -4.2650000e+00   5.7483871e+01   2.1818182e+00   2.2670000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -4.5650000e+00   6.2516129e+01   2.7272727e+00   2.2680000e+03
   2.5000000e-01   2.9600000e+00  -5.3500000e-01   0.0000000e+00   0.0000000e+00  -4.8650000e+00   6.6000000e+01   3.4090909e+00   2.2690000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -6.6500000e-01   2.1477273e+01   1.5000000e+00   2.3010000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -9.6500000e-01   2.1340909e+01   1.2272727e+00   2.3020000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -1.2650000e+00   2.1750000e+01   1.0909091e+00   2.3030000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -1.5650000e+00   2.2159091e+01   1.0909091e+00   2.3040000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -1.8650000e+00   2.6250000e+01   1.2272727e+00   2.3050000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -2.1650000e+00   3.0886364e+01   9.5454545e-01   2.3060000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -2.4650000e+00   3.4568182e+01   1.2272727e+00   2.3070000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -2.7650000e+00   3.7431818e+01   9.5454545e-01   2.3080000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -3.0650000e+00   4.0977273e+01   1.0909091e+00   2.3090000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -3.3650000e+00   4.5886364e+01   1.6363636e+00   2.3100000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -3.6650000e+00   4.9431818e+01   1.5000000e+00   2.3110000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -3.9650000e+00   5.2704545e+01   1.2272727e+00   2.3120000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -4.2650000e+00   5.5295455e+01   1.5000000e+00   2.3130000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -4.5650000e+00   6.0068182e+01   2.7272727e+00   2.3140000e+03
   2.5000000e-01   2.9600000e+00  -8.3500000e-01   0.0000000e+00   0.0000000e+00  -4.8650000e+00   6.4022727e+01   2.5909091e+00   2.3150000e+03
   2.5000000e-01   2.9600000e+00  -1.1350000e+00   0.0000000e+00   0.0000000e+00  -6.6500000e-01   2.2568182e+01   1.6363636e+00   2.3470000e+03
